venue_id,overture_name,yelp_name,yelp_id,yelp_rating,yelp_review_count,match_confidence
238587,Santa Barbara FNL,LF Santa Barbara,6zsdSFG86YXsgWK1wtU-3g,3.0,37,90.9090909090909
238607,Santa Barbara County Education,Santa Barbara County Limousine,2VhnG5W9n0mp9eTr38nzVA,5.0,7,80.0
238608,County of Santa Barbara,City of Santa Barbara,VafFgSte05Q2erUYIxINSQ,4.0,72,90.9090909090909
238611,Aa Appliance Repair,AA Appliance Repair,_PZGrevgQ_YBdX5CUl5IdA,3.5,13,100.0
238648,Westmont College,Westmont College,qBuAOvZxWwFLx0ECE7fdfg,4.5,13,100.0
238650,Santa Barbara Botanica Garden,Santa Barbara Botanic Garden,Kd2ldlgqcWP7drZ-ChG4Kw,4.0,266,98.24561403508771
238651,Sansum Clinic Foothill Medical and Surgical Center,Sansum Clinic Foothill Medical & Surgical Center,d6-qJAit1u9uIgujopt4tQ,2.5,8,95.91836734693877
238653,"Andrew Mester, M.D.","Andrew Mester, MD",k8QDx5cHoihhyzna5jEXPw,3.0,14,94.44444444444444
238667,Dr. Toni Meyers MD,"Toni Meyers, MD",Dg_PQvLqAWi0putGS4qBhg,3.0,6,84.84848484848484
238673,Caf 154,Cafe 154,0iLgVQpBeIYYwQZIblTTVw,4.0,10,93.33333333333333
238680,Cool Couriers Santa Barbara Delivery Service,Cool Couriers Santa Barbara Delivery Service,G2Mdyjts3zs8VKPi0jhLNQ,5.0,5,100.0
238682,Tucker's Grove Park,Tucker's Grove,se46OSoWF5GprhuXjM5eMQ,4.0,26,84.84848484848484
238684,Santa Barbara County Fire Department,Santa Barbara Police Department,PTGq3QNcnOfcddz35Wq5HQ,2.0,25,80.59701492537313
238706,"Toni Meyers, MD","Toni Meyers, MD",Dg_PQvLqAWi0putGS4qBhg,3.0,6,100.0
238711,"Scott Tobis, MD","Scott Tobis, MD",4sFyCJXxKGFfRaTC9XeVRw,4.5,9,100.0
238722,"Mark Silverberg, MD, FAAP, FAAO","Mark Silverberg, MD, FAAP, FAAO",_4N42lxdqnKFPKOOFhc0xw,4.5,19,100.0
238731,Dr. Andrew Mester MD,"Andrew Mester, MD",k8QDx5cHoihhyzna5jEXPw,3.0,14,86.48648648648648
238753,Fat Eyes Web Development,Fat Eyes Web Development,6U0DYIr-QUBJpahZwk3wVg,5.0,6,100.0
238760,Westmont Dining Commons,Westmont Dining Commons,vyxxsn2l6ELF2Yoxr6BWcw,3.0,7,100.0
238761,Market Forays,Market Forays,MsqmvxOvkOnofmLlFM1iHg,4.5,8,100.0
238768,Foothill Pet Hospital,Foothill Pet Hospital,L8Xd7I37rzXxblsmkiSGrQ,3.5,41,100.0
238775,Santa Barbara Event Space,Santa Barbara Dental Spa,45RoPYFvQu1GuqOAoIs11Q,4.5,22,85.71428571428572
238787,Santa Barbara Pools,Pour Santa Barbara,3hv0_BFbB32m_hay8zxfJg,5.0,14,86.48648648648648
238791,Mann Construction,MAC Construction,dIYGIJtF9PGlrtSF8Os63Q,5.0,20,90.9090909090909
238824,Santa Barbara Botanic Garden,Santa Barbara Botanic Garden,Kd2ldlgqcWP7drZ-ChG4Kw,4.0,266,100.0
238826,The Santa Barbara Botanic Garden,Santa Barbara Botanic Garden,Kd2ldlgqcWP7drZ-ChG4Kw,4.0,266,93.33333333333333
238833,St Mary Seminary,St Mary's Seminary,F1RcL9_4CG70UfqP2KDCGw,5.0,17,94.11764705882352
238850,Lucia Kiel Portraits,Lucia Kiel Portraits,8d_U3t_R7icctshEPjP_wA,5.0,8,100.0
238859,Saint Barbara Event Center,Santa Barbara Design Center,jQzW5TzidnTC_aU9nGFYHg,4.5,35,83.01886792452831
238864,The Cove Santa Barbara,Santa Barbara PC Tech,STMmqr8liHiphy18PQIUsg,4.5,11,83.72093023255813
238882,"The Ritz-Carlton Bacara, Santa Barbara","The Ritz-Carlton Bacara, Santa Barbara",8A5LSwsKK5vXDH1M3_Tf1w,3.5,1383,100.0
238883,Angel Oak,Angel Oak,Slg6Ec2D7vEBRmgVUfwkzQ,4.0,202,100.0
238885,The Bistro,The Bistro,ctVn7wMvJX8f4Z9SnOnrHw,3.5,243,100.0
238887,Angel Oak,Angel Oak,Slg6Ec2D7vEBRmgVUfwkzQ,4.0,202,100.0
238923,SERVPRO of Santa Barbara,SERVPRO of Santa Barbara,XaNaJg7W4BJEP0h06N00MQ,4.5,17,100.0
238931,Santa Barbara Nissan,Santa Barbara Nails,GctpGtQPijpg3uTjzOrafQ,4.0,30,87.17948717948718
238947,Santa Barbara Nissan,Santa Barbara Nails,GctpGtQPijpg3uTjzOrafQ,4.0,30,87.17948717948718
238952,The Dance Network,The Dance Network,pqseW6lN4AAOrrxZuA2oYw,5.0,9,100.0
238956,SERVPRO of Santa Barbara,SERVPRO of Santa Barbara,XaNaJg7W4BJEP0h06N00MQ,4.5,17,100.0
238962,Sansum Clinic,Sansum Clinic,VlalZF61Sz_uOwU4tAWeBQ,3.0,12,100.0
238968,Impulse Advanced Communications,Impulse Advanced Communications,bF4N8Y85dDjWHcWz_qM04g,2.0,5,100.0
238974,Lane Farms Produce Stand,Lane Farms Produce Stand & Patch,Y6WDt1LiVZNNDCN8dR_bZg,4.0,41,85.71428571428572
238978,Santa Barbara Plumbing Experts,Santa Barbara Plumbing,EbG-jN4fJqf2QDfiPwxZvg,4.5,11,84.61538461538461
238986,The Management Trust,The Management Trust,aWZoACRy903cX9EQQHdGhQ,4.0,5,100.0
238987,Cottage Hospital Emergency Room,Santa Barbara Cottage Hospital Emergency Room,YWkklfkQOs2RFAk52HzA1Q,2.5,12,81.57894736842105
238988,Santa Barbara Hope Ranch,Santa Barbara Chicken Ranch,eBxc95u_Gcs9bLST0UntOQ,4.0,378,86.27450980392157
238991,Tesla Santa Barbara,Santa Barbara Spa,QwYRo9G4GsSRG3zvxCuFHw,5.0,13,88.88888888888889
239002,Raymond J Johansen DMD Inc,Raymond J Johansen DMD,FulJcD87UMj77cThpfaVLA,5.0,6,91.66666666666666
239005,Pacheco-Medina Dental Corporation,Pacheco-Medina Dental Corporation,p6sqeSJIpZ-ylXNdBp_ksw,3.5,9,100.0
239017,Porsche Santa Barbara,Porsche Santa Barbara,3ZqShggSayVJ_OJ0DXpvHA,3.5,18,100.0
239018,Santa Barbara Auto Group,Santa Barbara Auto Group,j4xECU8RJb3zpanu3RSpmw,4.0,117,100.0
239019,BMW Santa Barbara,BMW Santa Barbara,rlwQdQl4TxRLhqrBN8f9gA,4.0,51,100.0
239020,Audi Santa Barbara,Audi Santa Barbara,7_xhzt0lODObLZaMUP_XLw,3.0,25,100.0
239021,Mercedes-Benz Santa Barbara,Mercedes-Benz Santa Barbara,geMnSp7xqInp9fVGWbelXQ,4.0,14,100.0
239022,Audi Santa Barbara,Audi Santa Barbara,7_xhzt0lODObLZaMUP_XLw,3.0,25,100.0
239024,BMW Santa Barbara,BMW Santa Barbara,rlwQdQl4TxRLhqrBN8f9gA,4.0,51,100.0
239025,Santa Barbara Auto Group,Santa Barbara Auto Group,j4xECU8RJb3zpanu3RSpmw,4.0,117,100.0
239026,Porsche Santa Barbara Service Department,Santa Barbara Police Department,PTGq3QNcnOfcddz35Wq5HQ,2.0,25,81.69014084507043
239029,Lexus of Santa Barbara,Lexus Santa Barbara,LM6pBWPuIuJJ8Y11RzlbPQ,4.5,261,92.6829268292683
239030,La Cumbre Golf & Country Club,La Cumbre Golf & Country Club,p-K5hbIUCgXYI-DtMnl-CA,5.0,6,100.0
239032,Metropolitan Theatres,Metropolitan Metro 4 Theatre,boTwyOpii_MfFwwo6gPp6w,3.0,60,81.63265306122449
239034,smart Center Santa Barbara,Santa Barbara Yoga Center,S5ZZdEHbEa2M0A5p1zX6gw,4.5,38,86.27450980392157
239037,Lexus Santa Barbara,Lexus Santa Barbara,LM6pBWPuIuJJ8Y11RzlbPQ,4.5,261,100.0
239043,Alexander Gardens Assisted Living,Alexander Gardens Assisted Living,u4kOWEZ2K08eUdWlE2YYwQ,4.0,9,100.0
239044,Santa Barbara Gym & Fitness,Santa Barbara Gym & Fitness,wRkY9ZbmD7UJ2zFVMekRpQ,4.5,16,100.0
239046,Santa Barbara Bowl,Santa Barbara Bowl,u09K1WNeI801wdd0NsSLoQ,4.5,314,100.0
239047,Renga Brothers Interiors,Renga Brothers Interiors,_ztIlSJYLa_Pzd5ak-xmXg,5.0,5,100.0
239049,Santa Barbara Chicken Ranch,Santa Barbara Chicken Ranch,eBxc95u_Gcs9bLST0UntOQ,4.0,378,100.0
239054,Nawbo Santa Barbara,Santa Barbara Harbor,TDXzJrOJTdja-3SIWZu6FQ,4.5,32,87.17948717948718
239055,Good Company Santa Barbara,Santa Barbara Company,nPzqScDSAXsqB1OwFK7Epg,5.0,20,89.36170212765957
239056,Yellow Belly Tap,Yellow Belly,q-1ICFSqs2MwDGfe5tX-SQ,4.0,337,85.71428571428572
239058,Santa Barbara Collective,Santa Barbara Collective,D5eQp0MHzKNfMVvOCoREWg,4.0,8,100.0
239064,Michael Renga Flooring,Michael Renga Flooring,5_dI2mAdaz7XnyhuyOXzzw,4.5,13,100.0
239065,Underground Hair Artists,Underground Hair Artists,Q8So7F6LuHCh2UGCbWkpMw,4.5,140,100.0
239068,Land Rover Santa Barbara,Land Rover Santa Barbara,U22eDdkE5xH-gKsDZcknGA,3.5,21,100.0
239069,The Natural Cafe,The Natural Cafe,lu2UpRHLBZfvLG_caNEHKQ,4.0,566,100.0
239073,Natural Cafe,The Natural Cafe,lu2UpRHLBZfvLG_caNEHKQ,4.0,566,85.71428571428572
239075,La Cumbre Golf And Country Club,La Cumbre Golf & Country Club,p-K5hbIUCgXYI-DtMnl-CA,5.0,6,93.33333333333333
239076,Santa Barbara Family Chiropractic,Santa Barbara Family Chiropractic,Awasq-hc1QjrYjvM13IRgw,5.0,34,100.0
239083,Acura Santa Barbara,Acura Santa Barbara,0bcrp5XdgxABZ4jZDjBwAw,4.5,12,100.0
239085,Santa Barbara Jujitsu Kai,Kaia FIT Santa Barbara,Zk_tKAMay086sf97j_l7mA,5.0,6,85.1063829787234
239093,Quest Diagnostics,Quest Diagnostics,XQEBvhMQk7qvZdIg8km1Fg,3.0,13,100.0
239103,Szymkowiak Anna DDS,"Anna M. Szymkowiak, DDS",yD1y4BkjalyzFLXGYW7kzA,4.5,8,90.47619047619048
239105,Jeffrey A. Stratford-Jones DDS,"Jeffrey A. Stratford-Jones, DDS",prcDE-bm463NIptThbYCIA,4.0,37,98.36065573770492
239106,Core Chiropractic Center of Santa Barbara,Core Chiropractic Center of Santa Barbara,cEui-VKduKYa0HqjimzuAQ,5.0,8,100.0
239109,Queen of Clean Service,Queen of Clean Service,Q4AFKwNVBto8mBcf-oEPMQ,4.0,47,100.0
239116,Union Bank,Union Bank,YW9bxMWQ3lUoi64lirtZYg,3.0,5,100.0
239122,United Studios of Self Defense,United Studios of Self Defense,WSJXOr-RVNJSgFqg1Iq-nA,4.0,7,100.0
239124,Gatl Santa Barbara Ca,Santa Barbara Gas,7YNFCvQcWMVYMAWbKSBDMg,3.0,19,84.21052631578947
239127,Maitri Wellness Center,Inner Wellness  Cente,UOj67HwLWdmCxereBvIlUQ,5.0,18,80.95238095238095
239129,"Dr. Steven W. Pearson, M.D.","Steven W. Pearson, MD",x7_JxtIkM4dbfTiz8nLGwg,3.0,10,87.5
239130,Ace Appliance Services,Ace Appliance Service,e-ta9u8aP3EuAsMwz8csAw,4.0,11,97.67441860465115
239131,sweet cheeks,Sweet Cheeks,OT4R5rZTUm97bdoT-VT-cw,5.0,82,100.0
239132,"John David Mccaffery, MD","John D McCaffery,MD",I9CcUo955h_e_coV3CHVlA,3.0,13,88.37209302325581
239133,San Marcos Parent Child Workshop,San Marcos Parent-Child Workshop,s_cGPAw71FeK1wgxXyD9kQ,5.0,9,81.25
239141,The Point Market at Walnut Shell,The Point Market at Walnut Shell,Cd-hiDiuj7TFv8b_Nln5aA,3.5,11,100.0
239144,Santa Barbara Internal Medicine Group,Santa Barbara Internal Medicine Group,gsJywZ_Blin0Yv_4cIDfXA,3.0,10,100.0
239145,Matthew Pifer,"Matthew Pifer, MD",ciHXZbhXifQSKPE4Ypc9vw,4.5,18,86.66666666666667
239149,ENT Associates of Santa Barbara,Neurology Associates of Santa Barbara,Pxkkb2ekNo2GIhnednnbfw,3.5,8,85.29411764705883
239151,Jackson Medical Group,Jackson Medical Group,MCTnEaQ18LABgdS1MiH_uA,3.0,29,100.0
239156,Aesthetic Center for Plastic Surgery,Aesthetic Center for Plastic Surgery,tc5K4YpRRZyBHG8a05Kgbg,4.5,12,100.0
239160,Dr Steven W Pearson MD,"Steven W. Pearson, MD",x7_JxtIkM4dbfTiz8nLGwg,3.0,10,88.37209302325581
239161,Aesthetic Center for Plastic Surgery,Aesthetic Center for Plastic Surgery,tc5K4YpRRZyBHG8a05Kgbg,4.5,12,100.0
239164,Liza G Presser Belkin,"Liza Presser Belkin, MD",tE2bjfTQ3rtF7nbyFoe-KQ,4.0,5,86.36363636363636
239170,Shell,Shell,FVu6kUpm_e8jj6pPj_DwvQ,2.5,14,100.0
239172,Santa Barbara County Limousine,Santa Barbara County Limousine,2VhnG5W9n0mp9eTr38nzVA,5.0,7,100.0
239178,Santa Barbara Tamales,Sears Santa Barbara,m1Z74PzxN8zFQlcfBI0qVg,2.0,51,80.0
239222,A & E Automotive,C & S Automotive,KOyZKyS6ybGNloICv1pg5w,4.5,12,81.25
239224,El Rincon Bohemio,El Rincon Bohemio,vi5xjfEhV6rnXrC_GbdhnA,3.5,87,100.0
239229,E Salon,Luce Salon,RvpM--0mCVEBGiPNTekxlA,4.5,20,82.35294117647058
239232,Santa Barbara Care Center,Santa Barbara Green Clean,tSvEHCTrL7lSGJm-2Q46Zw,3.5,12,80.0
239236,Habit Burger & Grill,Habit Burger Grill,-ipZBVF9nWm1vzrvQ3444A,4.0,131,94.73684210526316
239274,Fuel Depot,Fuel Depot,Vb-9SshcFWWDNcLYgCAtkw,2.5,6,100.0
239299,The Habit Burger Grill,Habit Burger Grill,-ipZBVF9nWm1vzrvQ3444A,4.0,131,90.0
239317,Velo Pro Cyclery,Velo Pro Cyclery,f5sQmbttj4pSvFSJTApcPA,4.5,49,100.0
239332,Blue Blossoms,Blue Blossoms,R1tpkYIMsvj4Amj-2NS5Kw,5.0,48,100.0
239336,Santa Barbara Catering Co,Maserati of Santa Barbara,g1b4_6-rdTKxvVl6OaAivQ,2.0,7,80.0
239341,7-Eleven,7-Eleven,_TEWOkqBWDtNigjujuPQfw,2.5,11,100.0
239360,Santa Barbara Aquatics,Audi Santa Barbara,7_xhzt0lODObLZaMUP_XLw,3.0,25,85.0
239373,O'Reilly Auto Parts,O'Reilly Auto Parts,KFUvV0ZGNpQqJqbJZoMutQ,4.0,30,100.0
239398,Enterprise Rent-A-Car,Enterprise Rent-A-Car,vTKvukNEAErW24Y6QxKDKw,3.5,17,100.0
239400,Tint Works Window Tinting,Tint Works Window Tinting,3Ekl1I4xBRR3Yf2hBqQFhQ,5.0,63,100.0
239416,Goodland Florist,Goodland Floors,EmSZpp6V0CTBrpXPjD6hvA,4.5,12,90.32258064516128
239417,Oriental Market,Choi's Oriental Market,OzGk7arJv6FPrWqaYSvyKQ,4.5,175,81.08108108108108
239431,Top Shop Automotive,Top Shop Automotive,9cJ9vOI-wmOBdfq_KyZnFw,4.0,87,100.0
239439,Santa Barbara Sub Zero & Viking,Santa Barbara Sub Zero & Viking,Alaor1SXjdIhPnO_03UzWA,5.0,19,100.0
239442,Starbucks,Starbucks,KiE0h68HGOO7ZXAqkMBdiw,2.5,35,100.0
239447,Magnolia Liquors,Magnolia Liquors,VOhZZ_8YhJ1mw8zmuw4k-w,2.5,7,100.0
239448,Bennett's Toys & Educational Materials,Bennett's Toys & Educational Materials,gu_MWdst37bRu_jX5MYQ8A,4.5,12,100.0
239449,Wolfe & Associates Property Services,Wolfe & Associates Property Services,R_idF34vAnYIBiTbRHMCJw,2.0,60,100.0
239450,Martin Family Dentistry,Martin Family Dentistry,fN78Oi_22vn7uaXk6XoZug,5.0,9,100.0
239455,"Jeffrey A. Stratford-Jones, DDS","Jeffrey A. Stratford-Jones, DDS",prcDE-bm463NIptThbYCIA,4.0,37,100.0
239458,La Sumida Nursery,La Sumida Nursery,Hswiw3cVLOgszw-Yy3nMPw,3.5,41,100.0
239459,Buena Vista Care Center,Buena Vista Care Center,Axnsh0Rq7ApNauBVMeRhjQ,2.0,11,100.0
239467,Castle Refinishing,Castle Refinishing,gLEUrKvFnu7EwUhlnloB0Q,3.5,5,100.0
239469,Del Pueblo Cafe,Del Pueblo Cafe,FE5R_F7svUphKeUWuxA0JA,4.0,206,100.0
239475,Waldorf School of Santa Barbara,Santa Barbara Surf School,XcMTtU_twdP_Zd7oWBkceg,5.0,22,82.14285714285714
239477,Magnolia Barber Shop,Magnolia Barber Shop,F4F-jm3vmeQ38nxXViw_hA,4.5,41,100.0
239481,Minhly's Nails,Minhly's Nails,FjakK7XY7VMeKzT_XwDxxQ,4.5,103,100.0
239486,Santa Barbara Realty,Santa Barbara Nails,GctpGtQPijpg3uTjzOrafQ,4.0,30,82.05128205128204
239491,Santa Barbara School of Music,Santa Barbara School of Mosaic Art,YsyHm5VNYMCx1wpuTaATmw,4.5,7,88.88888888888889
239499,Choi's Oriental Market,Choi's Oriental Market,OzGk7arJv6FPrWqaYSvyKQ,4.5,175,100.0
239503,Notown Tavern,Notown Tavern,A7Uwcr1BjasB6BWke1hrfA,5.0,6,100.0
239504,Angel Veterinary Hospital,Angel Veterinary Hospital,Mb4VcZyATLrEODhqVqYTkQ,2.5,7,100.0
239505,Supercuts,Supercuts,XtvbV1mOqzHIyZn8tFtcjA,4.5,79,100.0
239506,Woody's BBQ,Woody's BBQ,Oeaerj6kDDBRGnUh0wLAvA,3.0,286,100.0
239508,Tower Roofing,Tower Roofing,4ZDYnJs-tkPYLPFudiUbZA,3.5,11,100.0
239509,Alfred's Tailoring,Alfred's Tailoring,7OPE07TjAbctFTY17X3nhA,4.5,28,100.0
239514,Shear Envy,Shear Envy,zW9bvD2OoRNiCBCzIDvzvg,4.5,14,100.0
239515,7-Eleven,7-Eleven,_TEWOkqBWDtNigjujuPQfw,2.5,11,100.0
239521,Killer B Fitness,Killer B Fitness,2hKP7ECCK5IqnjSI0VKp3w,5.0,25,100.0
239523,Passport Health,PassPort Health,wDrqwHiQzjxII30jIuBEAQ,2.0,7,100.0
239532,Advanced Chiropractic Group,Advanced Chiropractic Group,wESxUpe3g1CVZ5VleisVLg,4.5,28,100.0
239538,Gladden & Sons Produce,Gladden and Sons Produce,f6eBJT2jiXXBkrlHdJMbcA,4.5,40,91.30434782608697
239541,Francie Naval Dds,Francie Naval DDS,q4cOHUA4-LYblwBmC5jM2A,5.0,8,100.0
239546,Eye & Vision Care,Eye & Vision Care,dSdW9-svQrc_QqPS_45xPQ,4.0,64,100.0
239553,Monty's,Monty's,sjP_8huVi91BiGB6dOBn1Q,3.5,13,100.0
239557,Chrysler Dodge Jeep Ram FIAT Santa Barbara,Chrysler Dodge Jeep Ram Fiat of Santa Barbara,dPxYrHqZOw_n_Ff7uEdS0Q,3.0,73,96.55172413793103
239558,Dodge Ram Jeep FIAT Chrysler of Santa Barbara,Chrysler Dodge Jeep Ram Fiat of Santa Barbara,dPxYrHqZOw_n_Ff7uEdS0Q,3.0,73,100.0
239564,Santa Barbara Chrysler Dodge Jeep Ram Fiat,Chrysler Dodge Jeep Ram Fiat of Santa Barbara,dPxYrHqZOw_n_Ff7uEdS0Q,3.0,73,96.55172413793103
239569,Santa Barbara Tire and Service Center,Santa Barbara Tire and Service Center,wK9fSzKe4QsavkXUT4PHIg,4.5,109,100.0
239572,GM Auto and Smog,GM Auto & Smog,uSNue_cXl17-UzEjyopxKg,4.5,96,86.66666666666667
239574,Santa Barbara Auto Camp,Santa Barbara Auto Group,j4xECU8RJb3zpanu3RSpmw,4.0,117,85.1063829787234
239575,Poor Clares of Santa Barbara,Optometry Care Santa Barbara,dO8mWdDY04Bxejg2AQ6mew,4.0,37,82.14285714285714
239576,Schneider Autohaus,Schneider Autohaus,f-wPvMxEiuA6xjw3kWOsyQ,5.0,30,100.0
239577,Monastery Of Poor Clare,Monastery of Poor Clares,C1l26GrZWGNobBHMGqjtag,5.0,12,97.87234042553192
239591,Melissa Musgrove Photography,Melissa Musgrove Photography,jL1GygZPsuvb0cTusr6MkA,5.0,21,100.0
239592,AutoCamp Santa Barbara,AutoCamp Santa Barbara,_yqopnN2FwpUrSQa-2PXXg,4.0,77,100.0
239595,De la Vina lounge,De La Vina Lounge,Nh2SVI9NCAS6STOKTrKLzQ,4.0,31,100.0
239596,Design Studio MZ,Design Studio MZ,bBl2LeT1nFCrq9fvTVe2jQ,4.0,6,100.0
239598,Mayo's Carniceria & Tacos,Mayo's Carniceria & Tacos,W7zCBDLFv13fDzRXJefrrA,3.5,34,100.0
239599,Edomasa Sushi Bar & Restaurant,Piranha Restaurant & Sushi Bar,07yUvKzFb-yPzJKoT0zamQ,3.0,6,83.33333333333334
239601,Bunnin Chevrolet,Bunnin Chevrolet ,6LTEo6BDunWrkcHRcNul8g,4.0,181,100.0
239605,Mulligan's Cafe & Bar,Mulligan's Cafe & Bar,ZRy4atrG3YHdb__qtE0FsA,3.5,71,100.0
239606,Santa Barbara Golf Club,Santa Barbara Golf Club,AgTPBMMz2Cmn11lbPe3K8A,3.0,40,100.0
239607,The Bar Method Santa Barbara,The Santa Barbara Art Foundry,YoHFJVHTyS5ZtrSTaXt6Jw,5.0,21,80.70175438596492
239608,Starlin Studio,Starlin Studio,inZWQcsBuq_DtOJJ6fuHew,5.0,28,100.0
239610,Gardens on Hope,Hope Gardens,QdYgvXSulfpwYT8NBadX_w,3.0,6,88.88888888888889
239611,Mishay Salon & Spa,Mishay Salon & Spa,tzArEcM0tA9fW5iI8gw57A,4.5,89,100.0
239612,My Gym Santa Barbara,Santa Barbara Rock Gym,i_VY8EEOxZlNnXrESAhmig,4.5,57,85.71428571428572
239614,Santa Barbara Audiology,Audi Santa Barbara,7_xhzt0lODObLZaMUP_XLw,3.0,25,87.8048780487805
239615,Nick Rail Music,Nick Rail Music,IGeZA-G7uUNpiX6LR9Yy8Q,4.5,10,100.0
239618,Handlebar Coffee Roasters,Handlebar Coffee Roasters,PWWGbkPC_agn-4s1Hv1W5A,4.5,1048,100.0
239620,Iyengar Yoga Studio of Santa Barbara,Iyengar Yoga Studio of Santa Barbara,fqm8MD9mJycpD9Lk7szjng,3.5,5,100.0
239626,El Sitio,El Sitio,2OJqIloZMAZXCW3uzF8jJw,4.0,37,100.0
239632,Presto Pasta,Presto Pasta,j-lxie7nEh3UeUTpiqekkQ,3.0,8,100.0
239633,WORLD OIL 056,World Oil,nSgyFaiLy10-XRvd2QQf8g,2.0,13,81.81818181818181
239638,Santa Barbara Limo Bus,Santa Barbara Salon,ZGTTTKEclsnoAPghqOaE5w,4.5,146,82.92682926829268
239639,Carroll Plumbing & Maintenance Inc.,Carroll Plumbing & Maintenance,SAYSrMGaJvLUbHfKZZ93eQ,3.0,29,92.3076923076923
239640,Santa Barbara School of Mosaic Art,Santa Barbara School of Mosaic Art,YsyHm5VNYMCx1wpuTaATmw,4.5,7,100.0
239646,Pizza Mizza,Pizza Mizza,-Fka99c-tJ-epWYNIobqyQ,3.5,169,100.0
239648,Plaza Deli,Plaza Deli,qdpdUjdkEUpzYDdce2yZng,4.0,188,100.0
239652,Sears Auto Center,Sears Auto Center,iGFGMP5x2PSbAZJudk186Q,2.5,57,100.0
239657,Jersey Mike's,Jersey Mike's Subs,qx2YTFXfVDwQUfOeWCFfbw,3.0,43,83.87096774193549
239660,Kin Bakeshop,Kin Bakeshop,12Gc4OFQ-WAW0fAk2hRZuQ,5.0,25,100.0
239665,US Post Office,US Post Office,PY7gfceCvj-e-dYJWIrmvA,2.0,18,100.0
239669,Santa Barbara Green Clean,Santa Barbara Green Clean,tSvEHCTrL7lSGJm-2Q46Zw,3.5,12,100.0
239670,SUBWAY,Subway,Hqz96v1ymucUKNzIWfEKXw,3.0,5,100.0
