yelp_id,name,category,latitude,longitude,yelp_rating,yelp_review_count,city,is_open
Jb1MlURq6ItKZ244tyoirA,Jessie Sessions - Berkshire Hathaway Santa Barbara,"Real Estate Agents, Home Services, Real Estate, Real Estate Services",34.4408006,-119.7494444,5.0,19,Santa Barbara,1
B5XSoSG3SfvQGtKEGQ1tSQ,Los Padres National Forest,"Parks, Active Life",34.597239,-119.510772,4.5,13,Santa Barbara,1
-ujBP1Dw0j1-Ffaz97-LXQ,Lama Dog Tap Room,"Beer, Wine & Spirits, Pubs, Arts & Entertainment, Kombucha, Nightlife, Wineries, Food, Bars, Beer Bar",34.4157471,-119.6884801,4.0,238,Santa Barbara,1
wYROX7rw9fkQrWUS2YyY9g,Will Nelson Fitness,"Trainers, Health & Medical, Nutritionists, Boot Camps, Fitness & Instruction, Gyms, Active Life",34.4157298,-119.6936606,5.0,7,Santa Barbara,1
BMTtMWDR3zcR5T30GFDoXQ,CA Pro Home Inspection,"Real Estate, Home Services, Home Inspectors, Handyman, Real Estate Services",34.4402779329,-119.7442187682,5.0,5,Santa Barbara,0
dFEyk7Si7R-CHCMbxx3oJg,A-1 Auto Repair,"Automotive, Auto Repair",34.421701,-119.6785539,5.0,21,Santa Barbara,1
UFpCraqzFBAhtZqmxmiWsA,Cat Therapy,"Themed Cafes, Cafes, Pets, Arts & Entertainment, Women's Clothing, Coffee & Tea, Shopping, Pet Adoption, Fashion, Pet Sitting, Accessories, Pet Stores, Pet Services, Food, Restaurants",34.4233018995,-119.7054707479,4.5,116,Santa Barbara,1
rQQPHtz05Y4hnDxY6kljFw,Unique Tan,"Tanning, Skin Care, Beauty & Spas",34.4210375,-119.7021806,3.0,10,Santa Barbara,0
Hqz96v1ymucUKNzIWfEKXw,Subway,"Restaurants, Delis, Sandwiches, Fast Food",34.430822,-119.714156,3.0,5,Santa Barbara,0
JWFpjvCc_nkNDVtMPx1ZGg,Bogo SB,"Food, Food Delivery Services, Burgers, Pizza, Caterers, Event Planning & Services, Restaurants",34.4230427,-119.7032863,4.5,12,Santa Barbara,1
JbFsyY7pi85oaY4DoAgwCA,Cat Doctors,"Veterinarians, Pets, Pet Services",34.4227146,-119.7092718,4.5,29,Santa Barbara,1
TteUG63xhW8ORWNzQ1i_1w,Gap,"Sporting Goods, Women's Clothing, Shopping, Men's Clothing, Fashion, Sports Wear, Children's Clothing",34.419317,-119.699999,2.0,10,Santa Barbara,1
sCkN50fE_Pe9gwSnwVwiJA,The UPS Store,"Notaries, Mailbox Centers, Printing Services, Shipping Centers, Local Services",34.4225598724,-119.7051371553,3.5,37,Santa Barbara,1
PhG-1jmDaWxPMAQzjXg_Sw,Nancys Cleaning Services Of Santa Barbara,"Window Washing, Home Services, Professional Services, Office Cleaning, Home Cleaning, Local Services, Carpet Cleaning",34.4212546,-119.7012007,3.5,34,Santa Barbara,1
HdWXWU6CZueBZsf1oKNBcQ,The Adult Store,"Bookstores, Books, Mags, Music & Video, Party Supplies, Event Planning & Services, Adult, Arcades, Fashion, Adult Entertainment, Nightlife, Arts & Entertainment, Personal Shopping, Shopping, Lingerie, Education, Active Life, Adult Education",34.4158720755,-119.6945152398,4.0,32,Santa Barbara,1
TZ-bgvsk189WywTLFrqfTQ,Ascending Health Juicery,"Food, Health & Medical, Juice Bars & Smoothies",34.426043,-119.705782,4.5,7,Santa Barbara,1
0E9eF5Oh-kd4xCcCs4CX6g,Corazza Mark S MD,"Neurologist, Doctors, Health & Medical",34.4310604,-119.7254333,2.5,14,Santa Barbara,1
9L-MR0arflwFMF9szEBOOg,California Wine Festival,"Wineries, Food, Restaurants, Arts & Entertainment, Festivals, Food Stands",34.4144660474,-119.6851896343,4.5,7,Santa Barbara,1
_L0DNfnS5VFGv-V1WcMdmA,Hugo's Auto Detailing,"Automotive, Auto Glass Services, Car Wash, Auto Detailing",34.4219076495,-119.6402371906,5.0,15,Santa Barbara,1
aYMpjij5ShtEoZueMrQPRw,The Mill,"Breweries, Shopping, Food Court, Food, Venues & Event Spaces, Restaurants, Event Planning & Services, Wineries, Wine Tasting Room, Arts & Entertainment, Shopping Centers",34.4211189,-119.690633,4.0,5,Santa Barbara,1
PaqDZUu76fZtMvcYqCEBig,Rincon Brewery,"Breweries, Brewpubs, Food",34.4161821,-119.6897762,4.0,32,Santa Barbara,1
3hv0_BFbB32m_hay8zxfJg,Pour Santa Barbara,"Bartenders, Event Planning & Services",34.4208305,-119.6981901,5.0,14,Santa Barbara,1
zliWQ4TXYzcehYQQbeQiYA,Party Proper Productions,"DJs, Event Planning & Services",34.420334,-119.7107494,5.0,7,Santa Barbara,1
XcMTtU_twdP_Zd7oWBkceg,Santa Barbara Surf School,"Surf Schools, Education, Paddleboarding, Beach Equipment Rentals, Specialty Schools, Active Life, Surfing",34.419259,-119.678618,5.0,22,Santa Barbara,1
6zsdSFG86YXsgWK1wtU-3g,LF Santa Barbara,"Fashion, Accessories, Women's Clothing, Shopping",34.4211744,-119.7017424,3.0,37,Santa Barbara,0
XLbh-HlT8Hgh9VTvVZJrTw,Cowboys and Angels Salon,"Beauty & Spas, Hair Salons",34.4207159,-119.7017777,5.0,17,Santa Barbara,1
aOcTUvH7Vh6v0jPeVPieUA,Wheel Fun Rentals,"Shopping, Bikes, Sporting Goods",34.4128895,-119.6898255,4.0,33,Santa Barbara,0
q4oXv_YMmrZ_4l57A4fx9A,Granny's Garage,"Auto Repair, Automotive",34.4196196,-119.6806756,4.5,28,Santa Barbara,1
jl5PVOwI3kgyeNMOWe1BVA,Murphy Daniel A Atty,"Divorce & Family Law, Criminal Defense Law, Lawyers, Professional Services",34.427082,-119.7025358,2.5,5,Santa Barbara,1
GgcvRnt5_z3NEC0D6vNncQ,Cafe Buenos Aires,"Restaurants, Argentine",34.424829,-119.706032,3.5,56,Santa Barbara,0
N-CBZKO37y_WSUN7ZMNGkg,Taqueria El Pastorcito,"Restaurants, Mexican",34.4397058,-119.7708382,4.0,66,Santa Barbara,0
rIEbhLBfS5KQGKbQ6wxd2w,Benefit Cosmetics Boutique & BrowBar,"Cosmetics & Beauty Supply, Hair Removal, Eyebrow Services, Shopping, Tanning, Makeup Artists, Waxing, Beauty & Spas, Eyelash Service",34.4210069,-119.7015452,4.0,62,Santa Barbara,0
nTZuJSfwCoNOyA1yS3rbOQ,The Silver Bough,"American (New), Restaurants",34.4212447,-119.640407,4.5,7,Santa Barbara,0
oXP5aohLv5e7R4eahaGXkQ,B and D's Curbside Grill,"Food, Food Trucks",34.4208305,-119.6981901,3.5,6,Santa Barbara,1
7j8rT3FZbXgL4k0DnXi2Mw,"West Beach Inn, a Coast Hotel","Event Planning & Services, Hotels, Hotels & Travel",34.4092802,-119.69348,4.0,137,Santa Barbara,1
-IVVkCDU6E-WOBJvt9FveQ,Sansum Clinic Obstetrics & Gynecology,"Obstetricians & Gynecologists, Health & Medical, Medical Centers, Doctors",34.428488,-119.724416,2.5,17,Santa Barbara,1
lTVHJAvtFQbQb6cPstEXyA,China Bowl & State Street Cafe,"American (New), American (Traditional), Chinese, Restaurants",34.4235663,-119.6925452,2.0,61,Santa Barbara,0
o1d0nqb5-9SexTMxYaMY9w,Dustie Wagens,"Tours, Hotels & Travel, Wine Tours, Campgrounds, Car Rental, Active Life, Wedding Planning, Surfing, Event Planning & Services",34.4178983,-119.7007482,5.0,8,Santa Barbara,1
Ey0t4U6yqtxCeMaGPf7GcA,Brummis - the German Taste,"German, Restaurants",34.440696,-119.732304,4.5,111,Santa Barbara,0
ULORSTWTa5PbyjM6K4tWDA,Dodo Limo & Transportation,"Transportation, Local Services, Limos, Hotels & Travel, Wine Tours, Taxis, Tours, Town Car Service, Airport Shuttles",34.4451279,-119.761387,4.5,15,Santa Barbara,1
9nkC0h6hwq2pCLsEy97abA,"Carissa Cassone, LE","Beauty & Spas, Skin Care, Hair Removal, Permanent Makeup",34.4038383,-119.7252297,4.5,6,Santa Barbara,1
qdpdUjdkEUpzYDdce2yZng,Plaza Deli,"Sandwiches, Restaurants, Salad, Hot Dogs, Delis",34.436708,-119.748708,4.0,188,Santa Barbara,1
FcT5E4EoNe6dUOPYkenSdw,Milpas Rental,"Truck Rental, Automotive, Home Services, Machine & Tool Rental, Contractors, Local Services, Trailer Rental",34.422047,-119.678904,4.5,9,Santa Barbara,1
a3iJjFzOy437mBKt4bqPqw,The Barber Shop,"Shoe Shine, Men's Hair Salons, Barbers, Hair Salons, Local Services, Beauty & Spas, Hair Stylists",34.4240234,-119.7057507,4.0,79,Santa Barbara,1
bjhCtlYHrkgA5Ku8l-rB3g,Our Daily Bread,"Restaurants, Cafes, Breakfast & Brunch, Bakeries, Food",34.435812,-119.725001,3.5,106,Santa Barbara,0
tASk64QgOZgeM_APz7wJFA,Urban Optics Optometric Center,"Health & Medical, Eyewear & Opticians, Sunglasses, Optometrists, Laser Eye Surgery/Lasik, Ophthalmologists, Doctors, Shopping",34.4228741,-119.7034351,5.0,101,Santa Barbara,1
8yDgFRYjTYdtBH9PVk9E_w,Amador Matchmaking,"Matchmakers, Professional Services, Local Flavor, Nightlife, Life Coach",34.4274129,-119.7041876,5.0,5,Santa Barbara,1
qQmdJFMWoDe2T2lbacBE8g,Best Western Plus Pepper Tree Inn,"Event Planning & Services, Hotels & Travel, Hotels",34.4408758,-119.7486002,3.5,210,Santa Barbara,1
HK814n_8tYF94a5on_M2ZQ,Imagine Weddings & Special Events,"Wedding Planning, Event Planning & Services, Photographers",34.428434,-119.713641,5.0,33,Santa Barbara,1
pUVRCYL8rT4I5Ry5FYkRsA,Topa Topa Brewing Company,"Food, Breweries",34.4157949941,-119.6885961141,4.5,105,Santa Barbara,1
DX4e8nKKzmawpOkMDvd5XA,Cloud Nine Treatments,"Tanning, Hair Extensions, Spray Tanning, Skin Care, Hair Salons, Massage, Eyelash Service, Beauty & Spas",34.4230137,-119.7043737,5.0,7,Santa Barbara,1
s4rcTUy6_6yw9h5dkPKuqw,Stabiles Mobile,"Home & Garden, Accessories, Shopping, Home Decor, Fashion, Flowers & Gifts, Jewelry, Gift Shops",34.417351,-119.696579,4.0,10,Santa Barbara,1
1vj7ACAQgZHCY6vzo2xBdg,Lighthouse Skateshop,"Skate Shops, Shopping, Sporting Goods",34.4132289,-119.6889245,5.0,25,Santa Barbara,1
iGFGMP5x2PSbAZJudk186Q,Sears Auto Center,"Auto Repair, Oil Change Stations, Automotive, Tires, Fashion, Shopping, Department Stores",34.436987,-119.749123,2.5,57,Santa Barbara,0
1DXmpiD6U5qid4ppPsv44w,Ecola Termite & Pest Control Services,"Pest Control, Local Services",34.420334,-119.7107494,4.5,5,Santa Barbara,1
dGVsh3S39RlPj_MfBZklZQ,Elings Park,"Active Life, Playgrounds, Parks",34.4114541722,-119.735932001,4.5,44,Santa Barbara,1
DvblBXJOWydtNFVqLmlS4A,Dalee Car Bath,"Auto Detailing, Body Shops, Automotive, Car Wash",34.4185587227,-119.6955801706,4.5,17,Santa Barbara,1
1mqNI-eS2fnQv9kQn5yB4A,Vera Kong Piano Studio,"Musical Instruments & Teachers, Event Planning & Services, Education, Piano Services, Shopping, Musical Instrument Services, Local Services, Private Tutors, Musicians",34.420356935,-119.649511,5.0,10,Santa Barbara,1
RHZagAH6yiUx4seNWka3hQ,Sport Cycle Pacific,"Automotive, Motorcycle Dealers",34.4245964,-119.6910856,5.0,6,Santa Barbara,1
2xM4gM1FVyPbnzgjIJNIrQ,The Blue Door,"Home Services, Accessories, Home & Garden, Shopping, Used, Vintage & Consignment, Interior Design, Home Decor, Furniture Stores, Fashion, Antiques",34.4141694,-119.6913232,4.5,40,Santa Barbara,1
CcnlqyP_asIREYktlsAuIA,Bartlette Electric,"Electricians, Home Services",34.4079523173,-119.7168904613,5.0,11,Santa Barbara,1
qO9dNNIvNbCBd8ZgjxMxgQ,HOME Santa Barbara,"Home & Garden, Furniture Stores, Home Decor, Shopping, Flowers & Gifts, Gift Shops",34.414912365,-119.6941713185,4.5,13,Santa Barbara,1
j-lxie7nEh3UeUTpiqekkQ,Presto Pasta,"Italian, Restaurants",34.4242779,-119.6833015,3.0,8,Santa Barbara,0
g3J5-XfnYn8s-cHw_KcsVg,IMX Pilates Studio,"Fitness & Instruction, Active Life, Pilates",34.4200057,-119.7021057,3.0,20,Santa Barbara,0
8kp1eqQflG1bHCTXnITnqA,El Presidio de Santa Bárbara State Historic Park,"Museums, Landmarks & Historical Buildings, Arts & Entertainment, Public Services & Government",34.4226985,-119.69886,4.0,31,Santa Barbara,1
MAIfD4kJDCydgoD1l2b_vw,Corks n' Crowns,"Wine Bars, Beer, Wine & Spirits, Nightlife, Bars, Arts & Entertainment, Wineries, Food",34.4142112,-119.6887567,4.0,276,Santa Barbara,1
jW4a3W9-UkFxpglHvo_Kqg,Meun Fan Thai Cafe,"Restaurants, Soup, Salad, Thai",34.401169,-119.721505,4.0,195,Santa Barbara,1
sjP_8huVi91BiGB6dOBn1Q,Monty's,"Nightlife, Bars, Sports Bars",34.43554,-119.8028737873,3.5,13,Santa Barbara,0
FuU-wjbEslczzWAQzht50g,Santa Barbara Frame Shop & Gallery,"Art Galleries, Arts & Entertainment, Arts & Crafts, Framing, Shopping",34.4250159,-119.7065114,5.0,6,Santa Barbara,0
Zh09tfHtkRaausaEnVrXzA,A-American Self Storage,"Self Storage, Local Services",34.4177260349,-119.682527714,4.0,5,Santa Barbara,1
3RtMd3VZ21WL5auDr6Jp9A,Cafe Zoma,"Food, Coffee & Tea",34.4209873,-119.7012134,4.0,27,Santa Barbara,0
aXOWRD_3H_5KvYZQ5HWPeA,Slanging Ink,"Tattoo, Beauty & Spas, Piercing",34.4302529,-119.6903156,4.5,5,Santa Barbara,1
yeuyv11rUuGNRScqwxuHzA,Santa Barbara Jet Boats,"Boating, Active Life, Local Flavor, Rafting/Kayaking",34.40829,-119.6914691,4.0,40,Santa Barbara,1
DBh30kBSyS9CQ2zRn6uUkA,Santa Barbara Cryotherapy,"Beauty & Spas, Cryotherapy, Health & Medical, Weight Loss Centers, Physical Therapy, Pain Management, Doctors",34.4403119,-119.7704481,5.0,12,Santa Barbara,1
I1mKxV_Z6WBARNkSCWxu6g,Hempwise,"Men's Clothing, Shopping, Fashion, Department Stores, Cannabis Clinics, Women's Clothing, Head Shops, Accessories, Health & Medical",34.4223251,-119.7036048,4.5,5,Santa Barbara,1
h1Um2n9bY99VvV_866r3kA,Salon Bamboo,"Cosmetics & Beauty Supply, Beauty & Spas, Hair Salons, Hair Extensions, Shopping",34.411813,-119.695919,4.0,11,Santa Barbara,0
HwZG4PC_g_MHGogpYdAd0Q,"Michael W Thompson, DDS","Dentists, Health & Medical, General Dentistry",34.4329613,-119.7024769,5.0,7,Santa Barbara,0
q6661I3CGW0UB740E5Zjfw,India House,"Home & Garden, Home Decor, Restaurants, Shopping, Indian",34.4165402,-119.6945773,2.0,136,Santa Barbara,0
XJH_895Em-NHtNovHTSyXA,Life Vessel Santa Barbara,"Professional Services, Beauty & Spas, Day Spas",34.4401148,-119.7289067,5.0,5,Santa Barbara,1
dCj6qNqxpuXR5gmVT_Ek3A,Muller Aquatic Center,"Fitness & Instruction, Health & Medical, Swimming Lessons/Schools, Hydrotherapy, Active Life, Education, Swimming Pools, Physical Therapy, Specialty Schools, Trainers",34.4140355,-119.6885284,4.5,5,Santa Barbara,1
a1E2BPYnufFzb6YX2pplJg,Wahoo's Fish Tacos,"Seafood, Restaurants, Mexican",34.416913,-119.6961686,3.5,62,Santa Barbara,0
DJek6E-1UghE9TmhGKKiuA,Christ Presbyterian Church,"Churches, Religious Organizations",34.4250708,-119.7044772,4.5,5,Santa Barbara,1
gFR-VYxGVsTQ4WeZK_mK4g,Bartlein & Co,"Real Estate, Property Management, Home Services",34.4413745,-119.7534216,1.5,46,Santa Barbara,1
YB689VFiOlzUTBRPiauDFA,Terraza Cafe,"American (Traditional), Restaurants, Mexican, American (New)",34.4387119,-119.7286469,3.0,17,Santa Barbara,0
BBZYPLRadpUKoeP82sIqWw,Tatyana Boutique,"Fashion, Shopping, Women's Clothing, Accessories",34.4198221,-119.6996844,5.0,6,Santa Barbara,0
sxuv5uZU15UHGT_HB1xYxQ,Islands Restaurant,"Bars, Burgers, Restaurants, Nightlife, Sports Bars, American (New)",34.438119,-119.748456,3.5,197,Santa Barbara,1
F3hodU4n8KmlveLcEX31UA,Financial Credit Network,Financial Services,34.427645,-119.709797,1.5,6,Santa Barbara,1
Qi-A4ZgcEuSnq_8Fpfo_3Q,Our Lady of Guadalupe Mercado,"Mexican, Arts & Entertainment, Festivals, Restaurants, Religious Organizations, Churches",34.4230803,-119.6840083,4.5,8,Santa Barbara,1
HQ-C47_Xi5it1KzwEc0u0A,Barbarians,"Pizza, Bars, Sports Bars, Restaurants, Nightlife",34.4170059325,-119.6960398541,3.0,96,Santa Barbara,0
brBFoDO4TnOhelZ5-KGZEg,Soboba Wood Co,"Hardware Stores, Shopping, Home & Garden",34.413392,-119.6889355,4.5,6,Santa Barbara,0
Q4NzKHw97EthvpQatme4Jw,La Maison Santa Barbara,"Hotels & Travel, Vacation Rentals, Event Planning & Services, Hotels",34.4171093,-119.699329,5.0,9,Santa Barbara,1
NYowvk8by5WdlQZxGLLvTg,Bella Vista Designs,"Party & Event Planning, Event Planning & Services",34.4179633,-119.6834139,4.5,36,Santa Barbara,1
x7_JxtIkM4dbfTiz8nLGwg,"Steven W. Pearson, MD","Doctors, Health & Medical, Orthopedists, Orthotics, Podiatrists, Surgeons, Sports Medicine",34.434959,-119.810154,3.0,10,Santa Barbara,1
SVas2tUaSBa2N-rchLlxHw,Wency's Dog & Puppy Training,"Pets, Pet Services, Pet Training",34.4208305,-119.6981901,5.0,10,Santa Barbara,1
N9L6lmVPdzb24r6wFst2Hg,Alegria By Design,"Professional Services, Event Planning & Services, Wedding Planning, Party & Event Planning, Florists, Flowers & Gifts, Shopping",34.4237764,-119.705318,5.0,27,Santa Barbara,1
ayhcmJ7zoUS_GsNg6L8w9w,B.U.N.S.,"Animal Shelters, Pets, Pet Services",34.438989,-119.814055,4.5,8,Santa Barbara,1
9PN9A30lz8YFlcHIVDweYw,Dave's Organic Gardening,"Home & Garden, Gardeners, Landscaping, Health & Medical, Nurseries & Gardening, Irrigation, Shopping, Home Services",34.435146,-119.803295,4.5,8,Santa Barbara,1
PFEC0Z-5rT7l_DR6cySCOQ,The Tully,"Bars, Karaoke, Nightlife",34.4183992066,-119.7159287648,4.5,18,Santa Barbara,1
Pn8De1oaG2RzlhJYhBYkqg,MICHAEL & ANNA COSTA PHOTOGRAPHY,"Session Photography, Event Planning & Services, Photographers, Event Photography",34.429833,-119.701185,5.0,41,Santa Barbara,1
Lsobf10iNVfWUt3_PBIDyg,Tremblay Financial Services,"Financial Services, Investing, Financial Advising",34.4409033,-119.7513445,3.0,9,Santa Barbara,1
8zylrReA4CwjoPjAYMxXuA,The H Law Group,"Lawyers, Criminal Defense Law, Professional Services, DUI Law, Private Investigation",34.4226158,-119.7040292,5.0,39,Santa Barbara,1
0_DLqOBCtgcScq6RRtfa9Q,Wax At Aqua,"Hair Removal, Beauty & Spas",34.4403666,-119.7373024,3.5,9,Santa Barbara,0
LHzWEwFemndC1q1UTi8Itw,Santa Barbara PC Mechanic,"Data Recovery, Home Services, Home Network Installation, IT Services & Computer Repair, Local Services",34.4296236,-119.7047712,5.0,28,Santa Barbara,1
Ff852WLwy5qyk9-9Sx0h8w,Chase Bank,"Banks & Credit Unions, Financial Services",34.4022276735,-119.7222659,2.5,7,Santa Barbara,0
9L0z0ivnpf_rLVxUl95duw,Urban Statement,"Beauty & Spas, Hair Salons",34.429177012,-119.7177882518,5.0,9,Santa Barbara,1
-NSoqWG0CJ6peD2Zg3hBdA,Chandler Salon,"Beauty & Spas, Barbers, Men's Hair Salons, Hair Salons, Blow Dry/Out Services, Hair Stylists",34.414825,-119.6961,5.0,41,Santa Barbara,1
Y-jtSRglYdxr--7aOYyDig,Montecito Optometry,"Shopping, Health & Medical, Sunglasses, Optometrists, Laser Eye Surgery/Lasik, Eyewear & Opticians",34.4209944,-119.6463923,5.0,8,Santa Barbara,1
tsxo_nwoc058R7oR-J40Hg,The Vintage Fox,"Shopping, Gift Shops, Antiques, Home Decor, Thrift Stores, Home & Garden, Flowers & Gifts",34.4168719339,-119.6984441808,5.0,6,Santa Barbara,1
9TWa1v7HYomiqdbQJbMS7A,Santa Barbara County Sleep Shoppes and Design Center,"Furniture Stores, Home & Garden, Shopping, Home Decor, Mattresses",34.4400974,-119.7406031,3.0,21,Santa Barbara,1
QF1YPdDqpn0KGI2eOUXHqg,The Shopkeepers,"Women's Clothing, Jewelry, Art Galleries, Shopping, Arts & Entertainment, Fashion",34.414897866,-119.6905191006,4.5,10,Santa Barbara,1
YCus7sTuozlDJhIBf8szzw,Fitness 19,"Cycling Classes, Gyms, Circuit Training Gyms, Active Life, Fitness & Instruction",34.437589,-119.791776,3.0,91,Santa Barbara,1
LL1mWZyVQhCATUStPxHJww,Van Wickle Chiropractic,"Chiropractors, Health & Medical",34.4209485,-119.6928211,5.0,9,Santa Barbara,0
PsFQZqgJ_219iIi51PJPAg,Surf N Wear's Beach House,"Outdoor Gear, Fashion, Sporting Goods, Beach Equipment Rentals, Surf Schools, Hats, Shopping, Eyewear & Opticians, Souvenir Shops, Surf Shop, Swimwear, Men's Clothing, Active Life, Education, Specialty Schools, Women's Clothing",34.4128205,-119.6892567,4.0,45,Santa Barbara,1
9cJ9vOI-wmOBdfq_KyZnFw,Top Shop Automotive,"Auto Parts & Supplies, Wheel & Rim Repair, Oil Change Stations, Tires, Towing, Auto Repair, Automotive",34.435813,-119.80942,4.0,87,Santa Barbara,1
c-FOJ4B2CGmNjJ_Xlu6cTA,Willa Kveta Photography,"Event Planning & Services, Session Photography, Photographers, Event Photography",34.4261151,-119.6963739,5.0,20,Santa Barbara,1
STKMibq1pMB_XAu8UO0cqA,Barbara Rose Sherman,"Wedding Planning, Event Planning & Services, Venues & Event Spaces, Party & Event Planning, Officiants",34.4208305,-119.6981901,5.0,5,Santa Barbara,1
6JFTijOMHB46yBoyVOjPCA,Santa Barbara County Courthouse,"Courthouses, Active Life, Event Planning & Services, Landmarks & Historical Buildings, Public Services & Government, Parks, Venues & Event Spaces",34.4242013,-119.7023282,4.5,251,Santa Barbara,1
N1a8VpnoRUJhBEPy1AquHQ,Southern California Reproductive Center,"Health & Medical, Doctors, Fertility, Medical Centers, Obstetricians & Gynecologists",34.428917,-119.711411,3.5,24,Santa Barbara,1
SVDKFJCjkWXhksm2TBnCVg,Alta Orthopaedics,"Health & Medical, Orthopedists, Sports Medicine, Physical Therapy, Doctors",34.413459,-119.6994359,3.5,65,Santa Barbara,1
PQpB3vL9HeqaPsqzJe9JYw,GameStop,"Toy Stores, Books, Mags, Music & Video, Video Game Stores, Shopping, Videos & Video Game Rental, Hobby Shops, Electronics",34.419679,-119.7009251,3.0,22,Santa Barbara,1
im35mq8Fz1VZfYu4j7NqNg,Modern Laundry,"Laundry Services, Local Services, Dry Cleaning & Laundry",34.4195323,-119.7050022,4.0,86,Santa Barbara,1
2YTJa7DDWx2TQmHu-tPXlg,MOXI - The Wolf Museum Of Exploration + Innovation,"Children's Museums, Arts & Entertainment, Event Planning & Services, Venues & Event Spaces, Museums, Art Museums",34.4134819,-119.6916514,4.5,141,Santa Barbara,1
q75UQjNm6AEK4XNnkDLxTQ,The Project -- Corazón Cocina & Taproom,"Breweries, Bars, Burgers, Mexican, Tacos, Cocktail Bars, Club Crawl, Breakfast & Brunch, Beer Bar, Nightlife, Restaurants, Food",34.4145556,-119.6918679,4.0,162,Santa Barbara,0
MfyUK58sdUokMdIZNdem0w,Sandpiper Lodge,"Event Planning & Services, Hotels, Hotels & Travel",34.439351,-119.739423,2.5,186,Santa Barbara,1
